Delivery_person_Age,Delivery_person_Ratings,Distance_km,Order_to_pickup_min,multiple_deliveries,Weatherconditions,Road_traffic_density,Type_of_order,Type_of_vehicle,Festival,City,Time_taken(min)
27,4.6,11.91657558009644,10.0,1,sandstorms,jam,snack,motorcycle,no,metropolitian,29
24,4.6,6.217735074214348,15.0,1,sandstorms,high,snack,scooter,no,metropolitian,25
21,4.3,1.5525722988574742,15.0,1,windy,low,snack,motorcycle,no,metropolitian,20
23,4.9,9.313449926160661,5.0,1,sunny,jam,meal,electric_scooter,no,metropolitian,15
28,4.9,7.448626618603313,15.0,1,windy,jam,drinks,scooter,no,metropolitian,14
32,4.8,6.29013467763468,15.0,0,cloudy,medium,snack,scooter,no,urban,15
39,4.1,7.562478890452318,15.0,0,stormy,medium,meal,scooter,no,metropolitian,31
33,4.6,13.786698988713738,10.0,1,sandstorms,low,drinks,motorcycle,no,metropolitian,28
27,4.7,6061.630469193264,10.0,0,cloudy,low,meal,scooter,no,metropolitian,29
38,4.8,1.5524082366562466,10.0,1,fog,low,snack,motorcycle,no,urban,26
21,4.5,13.610807781529353,10.0,1,sunny,jam,meal,scooter,no,metropolitian,18
21,4.6,7.683355299930933,15.0,0,cloudy,jam,buffet,scooter,no,metropolitian,20
24,4.7,9.074684164326316,10.0,0,stormy,low,meal,motorcycle,no,metropolitian,18
20,4.5,10.428148593687968,5.0,1,sandstorms,low,drinks,scooter,no,metropolitian,18
32,4.8,3.024984591596264,5.0,1,windy,low,drinks,motorcycle,no,metropolitian,21
35,4.6,13.787803344501583,5.0,0,cloudy,medium,drinks,motorcycle,no,metropolitian,42
36,4.9,3.029527086813746,10.0,0,cloudy,low,snack,scooter,no,urban,19
29,5.0,1.5125562753617192,15.0,0,sandstorms,low,buffet,motorcycle,no,metropolitian,11
34,4.2,13.406088270680275,5.0,1,sandstorms,medium,buffet,motorcycle,no,metropolitian,40
23,4.7,4.610073053799191,0.0,0,sunny,low,snack,motorcycle,no,metropolitian,11
25,4.8,16.60246716832672,15.0,0,stormy,medium,meal,scooter,no,metropolitian,17
23,4.8,7.683556858430526,5.0,1,stormy,jam,drinks,motorcycle,no,metropolitian,25
39,4.2,6.049788909378549,10.0,0,stormy,high,buffet,motorcycle,no,metropolitian,33
32,4.7,10.86869350467311,5.0,1,sunny,jam,drinks,scooter,no,urban,19
33,4.9,20.178916924749682,10.0,1,fog,medium,buffet,motorcycle,no,metropolitian,43
35,4.5,6.081595038517862,10.0,1,sandstorms,medium,drinks,scooter,no,urban,29
23,4.9,13.681056958913906,15.0,1,stormy,jam,snack,electric_scooter,no,metropolitian,21
23,5.0,7.683740930982763,15.0,0,sandstorms,jam,meal,scooter,no,metropolitian,15
20,4.0,3.0527486001653177,10.0,0,windy,low,meal,motorcycle,no,metropolitian,23
36,4.9,4.579042936877916,5.0,1,sandstorms,medium,snack,scooter,no,metropolitian,31
25,4.5,4.595393825646015,10.0,1,sunny,jam,snack,motorcycle,yes,metropolitian,44
37,5.0,3.025345653222032,5.0,0,stormy,low,buffet,scooter,no,metropolitian,28
21,3.1,11.916235157217862,5.0,2,sunny,low,drinks,electric_scooter,no,metropolitian,33
32,4.8,7.550435657300377,15.0,1,sandstorms,jam,snack,motorcycle,no,metropolitian,38
31,4.8,3.0294405603131453,10.0,1,sunny,high,buffet,motorcycle,no,metropolitian,22
38,4.6,4.591636071834256,15.0,1,windy,low,buffet,motorcycle,no,metropolitian,25
26,4.7,6.128627670485153,5.0,1,windy,medium,buffet,scooter,no,metropolitian,20
23,4.5,7.567997138623191,10.0,0,fog,jam,snack,scooter,no,metropolitian,20
26,4.8,7.601066543768378,10.0,0,cloudy,low,drinks,motorcycle,no,metropolitian,17
30,5.0,3.020144294382319,10.0,0,sunny,low,meal,electric_scooter,no,metropolitian,13
34,4.6,19.617581275547632,10.0,0,fog,medium,drinks,motorcycle,no,metropolitian,48
25,3.7,1.5204709334108633,15.0,1,sunny,high,drinks,motorcycle,no,metropolitian,46
20,4.8,10.444916612938805,15.0,0,sandstorms,jam,snack,motorcycle,no,metropolitian,29
29,4.9,19.917359352866203,15.0,1,sandstorms,medium,drinks,scooter,no,urban,16
23,4.9,10.427571382480686,15.0,2,fog,jam,buffet,motorcycle,no,metropolitian,38
25,4.6,10.428148593687968,5.0,0,sandstorms,medium,meal,motorcycle,no,metropolitian,25
27,4.9,6.037448590044755,5.0,0,sandstorms,medium,buffet,motorcycle,no,metropolitian,28
29,4.4,1.5367469794092732,10.0,1,sunny,high,snack,motorcycle,no,metropolitian,47
37,4.5,9.363582612380203,5.0,1,windy,jam,drinks,motorcycle,no,metropolitian,28
38,4.9,1.5580772559330351,10.0,1,cloudy,low,drinks,motorcycle,no,metropolitian,15
33,4.8,16.476437954273965,10.0,1,sunny,medium,buffet,scooter,no,metropolitian,19
33,4.8,16.634890709262386,5.0,0,sunny,jam,buffet,scooter,no,urban,20
23,4.7,7.600983953739401,5.0,1,sandstorms,medium,buffet,motorcycle,no,metropolitian,29
28,4.9,8.937880155829204,15.0,0,windy,jam,meal,scooter,no,metropolitian,16
37,4.8,17.07679057474372,10.0,0,windy,low,meal,motorcycle,no,metropolitian,28
34,4.9,9.348206267361391,15.0,0,sunny,low,snack,motorcycle,no,metropolitian,18
35,4.9,20.182728114832916,10.0,2,cloudy,jam,snack,scooter,no,metropolitian,37
32,3.6,19.97456846935303,10.0,1,stormy,jam,meal,scooter,no,metropolitian,32
33,4.4,10.864870498856765,15.0,2,sandstorms,jam,snack,motorcycle,no,metropolitian,52
20,4.5,3.105268883133742,5.0,0,stormy,low,meal,scooter,no,metropolitian,16
21,3.6,9.313614929815012,10.0,1,sunny,jam,meal,motorcycle,no,urban,46
26,5.0,1.5525607701091517,15.0,0,windy,high,buffet,scooter,no,metropolitian,13
27,5.0,9.121136119359766,10.0,0,stormy,low,buffet,electric_scooter,no,urban,17
39,4.8,4.656557579510365,10.0,1,stormy,low,drinks,scooter,no,metropolitian,26
27,4.6,10.60245939514964,5.0,1,windy,low,buffet,motorcycle,no,urban,14
31,4.7,7.7624991757103565,10.0,1,cloudy,low,meal,scooter,no,metropolitian,16
38,4.1,12.098714903153644,10.0,1,sandstorms,medium,drinks,motorcycle,yes,metropolitian,39
25,4.8,16.60119759495163,5.0,1,fog,low,snack,scooter,no,metropolitian,23
37,4.6,9.435201537430714,5.0,1,windy,low,buffet,motorcycle,no,urban,20
20,4.7,9.435201537430714,5.0,0,fog,medium,meal,motorcycle,no,urban,20
38,4.8,12.107331188826926,15.0,0,sunny,jam,buffet,scooter,no,metropolitian,26
38,4.9,7.66031691183285,10.0,0,windy,low,snack,scooter,no,metropolitian,27
27,4.8,1.5525569843004514,10.0,0,fog,low,snack,scooter,no,metropolitian,15
35,5.0,4.470286489434607,5.0,1,sandstorms,low,meal,scooter,no,metropolitian,27
31,4.6,11.91657558009644,5.0,0,sunny,jam,snack,motorcycle,no,metropolitian,27
37,4.7,4.59595027478907,15.0,2,windy,jam,meal,motorcycle,no,urban,39
21,4.9,6.051108888205776,10.0,0,fog,medium,drinks,motorcycle,no,metropolitian,15
39,4.2,3.025079987314703,15.0,1,stormy,low,drinks,motorcycle,no,urban,32
20,4.7,9.121425981981247,10.0,1,fog,jam,meal,motorcycle,no,metropolitian,22
29,4.3,12.209856560906529,5.0,1,stormy,jam,snack,motorcycle,no,metropolitian,38
21,4.6,4.544194013501194,10.0,0,fog,low,meal,motorcycle,no,metropolitian,12
38,4.3,3.0736336615831137,5.0,1,sandstorms,low,meal,motorcycle,no,urban,31
32,4.7,4.5607604314529,5.0,1,cloudy,low,buffet,motorcycle,no,urban,16
28,4.9,1.5525801593211894,10.0,0,sandstorms,low,buffet,scooter,no,metropolitian,11
38,4.6,12.580267822400963,5.0,1,windy,low,buffet,scooter,no,metropolitian,24
26,4.8,16.72143013885536,15.0,1,sandstorms,jam,meal,motorcycle,no,urban,25
24,4.7,7.343127607684902,10.0,1,cloudy,jam,buffet,electric_scooter,no,urban,28
27,4.7,4.561267998364189,15.0,1,cloudy,medium,buffet,motorcycle,no,metropolitian,24
36,4.9,12.435597855540221,15.0,0,stormy,medium,snack,electric_scooter,no,metropolitian,26
22,4.7,12.106510955547904,15.0,1,fog,jam,buffet,motorcycle,no,metropolitian,40
38,4.8,20.20642094372373,15.0,1,sunny,jam,snack,scooter,no,metropolitian,16
25,5.0,19.760907746586085,15.0,1,windy,medium,meal,motorcycle,no,metropolitian,28
22,4.9,3.145067434621583,10.0,0,sandstorms,high,snack,scooter,no,metropolitian,19
36,4.8,13.99001950805727,15.0,1,sunny,medium,drinks,motorcycle,no,metropolitian,29
34,4.9,4.657568579194643,15.0,1,fog,jam,buffet,scooter,no,metropolitian,27
21,4.8,7.772039544673178,10.0,1,stormy,jam,drinks,motorcycle,no,metropolitian,28
30,4.0,17.29786575291325,10.0,1,stormy,medium,snack,motorcycle,no,urban,36
39,4.8,7.66074883742589,15.0,1,sunny,jam,drinks,electric_scooter,no,metropolitian,24
28,4.5,13.828993309155415,10.0,1,sunny,jam,buffet,motorcycle,no,metropolitian,17
28,5.0,7.683782781592616,10.0,1,fog,jam,snack,motorcycle,no,urban,21
34,4.6,19.68777669417997,15.0,1,sunny,jam,meal,motorcycle,no,urban,34
25,5.0,1.5125236323325255,5.0,0,sunny,low,buffet,motorcycle,no,metropolitian,15
26,4.7,9.121425981981247,5.0,1,fog,jam,buffet,motorcycle,no,metropolitian,33
37,4.4,19.890514223034963,10.0,1,cloudy,low,buffet,motorcycle,no,metropolitian,42
37,5.0,1.5202938690324594,5.0,0,sunny,low,snack,scooter,no,urban,18
33,4.6,10.906470984869689,15.0,1,stormy,low,buffet,motorcycle,no,metropolitian,20
36,4.9,9.363672588462148,10.0,1,windy,medium,drinks,scooter,no,metropolitian,28
26,4.9,20.44292976252901,5.0,1,cloudy,jam,meal,scooter,no,urban,40
35,4.6,12.484534174548964,15.0,0,windy,low,meal,scooter,no,metropolitian,24
34,4.6,16.476590576083705,10.0,3,fog,jam,buffet,motorcycle,yes,metropolitian,50
22,4.9,12.434913132379245,15.0,1,stormy,medium,drinks,motorcycle,no,metropolitian,25
39,5.0,7.631427658413156,5.0,1,stormy,jam,meal,scooter,no,metropolitian,29
33,4.6,12.1610162189127,15.0,1,sandstorms,jam,meal,motorcycle,no,metropolitian,27
20,4.9,4.589265860691712,10.0,1,sunny,jam,buffet,scooter,no,urban,13
29,4.7,3.0643351463849164,10.0,0,sunny,low,meal,scooter,no,metropolitian,19
39,4.3,6.29013467763468,15.0,0,cloudy,high,buffet,scooter,no,metropolitian,36
31,4.9,20.25378851608599,15.0,1,sunny,medium,buffet,scooter,no,metropolitian,15
23,4.7,7.461062763989528,15.0,1,windy,jam,snack,motorcycle,no,urban,19
34,3.5,14.021750803377119,15.0,0,cloudy,low,drinks,scooter,no,metropolitian,31
20,4.8,19.97456846935303,15.0,1,sandstorms,low,meal,scooter,no,metropolitian,19
35,4.6,20.25292440884735,15.0,2,cloudy,jam,snack,motorcycle,no,metropolitian,40
21,4.9,7.440021530825909,10.0,0,sandstorms,jam,buffet,motorcycle,no,metropolitian,38
28,4.0,11.917101549462794,10.0,0,fog,medium,drinks,motorcycle,no,metropolitian,34
38,5.0,9.157560325759388,10.0,0,sunny,medium,buffet,scooter,no,metropolitian,23
28,4.7,1.572533729286321,15.0,1,windy,low,snack,motorcycle,no,metropolitian,18
25,4.8,9.121421674135904,10.0,0,sunny,medium,snack,scooter,no,urban,12
36,4.5,3.1089881501684506,5.0,1,fog,low,meal,motorcycle,no,metropolitian,18
25,4.8,6.209735433842075,5.0,1,stormy,high,meal,scooter,no,metropolitian,25
34,4.5,19.614735355629914,15.0,1,fog,jam,snack,motorcycle,yes,metropolitian,50
28,5.0,1.572533729286321,5.0,1,sunny,low,drinks,motorcycle,no,metropolitian,22
32,4.3,4.561113588992224,10.0,1,windy,jam,meal,scooter,no,urban,32
25,4.4,1.489777721651655,10.0,1,windy,low,snack,motorcycle,no,metropolitian,27
24,4.7,9.19149730046093,10.0,0,sunny,low,snack,motorcycle,no,metropolitian,15
39,4.7,7.54626481457244,10.0,0,cloudy,low,buffet,motorcycle,no,metropolitian,16
37,4.5,4.52824657673871,10.0,1,sunny,jam,meal,motorcycle,no,metropolitian,21
29,4.9,1.532276469519439,15.0,0,stormy,low,buffet,electric_scooter,no,metropolitian,10
30,4.7,7.761160094160204,5.0,0,sunny,medium,drinks,scooter,no,urban,18
27,4.5,19.617581275547632,0.0,1,sunny,low,drinks,motorcycle,no,metropolitian,26
28,4.9,7.5628176900723,10.0,0,sandstorms,jam,snack,electric_scooter,no,metropolitian,20
28,4.5,20.20634606758301,10.0,0,windy,low,drinks,scooter,no,metropolitian,11
37,4.9,9.055848504226429,15.0,1,fog,low,snack,electric_scooter,no,metropolitian,15
37,3.8,10.42732189063304,15.0,1,windy,medium,drinks,scooter,no,metropolitian,36
24,4.5,20.554900100243984,10.0,1,windy,low,drinks,motorcycle,no,metropolitian,22
23,4.9,19.894269594418525,10.0,0,sunny,medium,drinks,scooter,no,metropolitian,18
24,4.6,9.192770952683547,5.0,1,cloudy,low,snack,motorcycle,no,metropolitian,24
35,3.8,13.583143866695133,5.0,1,windy,medium,drinks,scooter,no,metropolitian,36
39,4.9,1.5203565961705499,10.0,0,fog,low,buffet,scooter,no,urban,15
29,4.7,12.463941144204773,15.0,0,sandstorms,jam,drinks,motorcycle,no,metropolitian,28
32,4.6,13.830131455506187,15.0,1,windy,medium,drinks,motorcycle,no,metropolitian,30
38,4.8,1.572533729286321,10.0,1,windy,low,snack,scooter,no,metropolitian,20
30,4.9,9.435201537430714,15.0,0,sandstorms,medium,buffet,scooter,no,metropolitian,34
22,4.8,1.5527821295482669,15.0,1,cloudy,low,snack,electric_scooter,no,metropolitian,11
36,4.1,3.0643351463849164,15.0,1,sandstorms,high,meal,scooter,no,metropolitian,32
20,4.7,16.384351156454095,10.0,1,cloudy,jam,buffet,motorcycle,no,urban,40
24,4.5,7.683918689074729,15.0,1,windy,low,meal,scooter,no,urban,15
30,4.9,9.121794088990223,15.0,0,fog,medium,meal,scooter,no,metropolitian,16
27,5.0,20.253785359470783,5.0,0,sandstorms,jam,meal,motorcycle,no,metropolitian,24
38,4.8,7.601876617115989,15.0,0,fog,jam,buffet,scooter,no,urban,26
23,4.6,20.253101372632372,15.0,1,cloudy,medium,meal,motorcycle,no,metropolitian,34
27,4.7,4.663344843093785,10.0,0,sandstorms,low,drinks,electric_scooter,no,metropolitian,15
37,4.5,12.43518327861207,5.0,1,windy,medium,meal,scooter,no,metropolitian,38
35,4.3,9.17431677402621,5.0,0,fog,jam,buffet,motorcycle,no,metropolitian,39
33,4.7,6.209735433842075,10.0,1,fog,high,drinks,scooter,no,metropolitian,26
38,4.0,11.90305216689285,5.0,1,sunny,medium,meal,motorcycle,no,metropolitian,39
33,4.8,6.050461888076144,15.0,0,cloudy,high,buffet,motorcycle,no,metropolitian,26
32,4.6,1.5580841994904557,15.0,0,sandstorms,low,snack,scooter,no,metropolitian,27
27,4.1,17.07661742698135,15.0,1,fog,jam,snack,scooter,no,metropolitian,37
32,4.7,4.560903158461034,15.0,1,windy,medium,meal,motorcycle,no,urban,30
38,4.9,5.875003005817474,5.0,1,cloudy,medium,meal,scooter,no,metropolitian,18
20,4.1,11.9165950600701,15.0,1,cloudy,jam,meal,scooter,no,urban,31
26,4.9,9.314976789360623,5.0,1,fog,jam,drinks,motorcycle,no,metropolitian,32
36,4.6,7.7720962407184935,15.0,1,fog,jam,meal,electric_scooter,no,metropolitian,29
32,3.5,10.564981870374336,10.0,2,windy,jam,drinks,scooter,no,metropolitian,40
22,4.9,16.388478196037884,15.0,0,cloudy,medium,meal,scooter,no,metropolitian,28
30,4.6,6.232139486668102,15.0,0,stormy,high,drinks,motorcycle,no,metropolitian,30
23,5.0,7.325279665908346,5.0,1,stormy,medium,buffet,scooter,no,metropolitian,26
28,4.9,8.938177476637756,5.0,1,stormy,jam,drinks,scooter,no,metropolitian,25
24,5.0,19.362561679297382,10.0,0,cloudy,low,buffet,scooter,no,metropolitian,20
32,4.1,2.979502850576494,15.0,1,stormy,low,snack,motorcycle,no,urban,26
31,4.9,3.0527456969715105,5.0,1,windy,high,snack,scooter,no,metropolitian,31
28,4.5,1.4981418674531333,10.0,1,sunny,low,buffet,motorcycle,no,metropolitian,14
22,4.7,7.762596264580148,15.0,1,sandstorms,jam,meal,motorcycle,no,metropolitian,20
37,4.4,12.43523852372965,10.0,1,stormy,jam,buffet,motorcycle,no,metropolitian,37
37,4.5,12.257021346006622,15.0,1,windy,low,buffet,motorcycle,no,metropolitian,29
20,4.9,19.916194656540203,15.0,1,windy,jam,snack,motorcycle,no,metropolitian,25
28,4.9,2.97659809337445,5.0,1,cloudy,high,meal,motorcycle,no,metropolitian,21
20,4.9,12.117044368866695,5.0,1,windy,medium,meal,scooter,no,metropolitian,15
25,4.8,12.42072409404905,15.0,1,sandstorms,jam,buffet,motorcycle,no,metropolitian,37
31,4.7,20.252967850083056,10.0,0,cloudy,jam,buffet,motorcycle,no,metropolitian,43
39,4.6,4.610254758948449,5.0,1,cloudy,medium,snack,motorcycle,no,urban,15
31,4.8,4.589265860691712,5.0,1,sandstorms,jam,drinks,scooter,no,urban,27
39,4.7,4.656983638230308,5.0,0,sandstorms,jam,drinks,scooter,no,metropolitian,26
32,4.8,20.183529728733618,10.0,1,fog,low,buffet,electric_scooter,no,metropolitian,26
36,4.6,3.0643606844471907,10.0,1,fog,low,drinks,motorcycle,no,metropolitian,28
38,4.1,20.18085916835158,5.0,1,fog,low,snack,motorcycle,no,metropolitian,36
38,4.9,1.5299884479314707,15.0,1,sunny,low,buffet,motorcycle,no,metropolitian,21
27,3.9,4.66364460686909,15.0,1,sunny,jam,buffet,motorcycle,no,metropolitian,41
39,4.9,7.683744768651734,15.0,0,stormy,jam,buffet,electric_scooter,no,metropolitian,29
37,4.9,12.418480328292787,5.0,1,sandstorms,medium,meal,scooter,no,urban,26
30,3.6,10.880887117732282,5.0,1,sandstorms,jam,buffet,motorcycle,no,metropolitian,40
32,4.7,20.44292976252901,10.0,1,cloudy,jam,snack,electric_scooter,no,metropolitian,39
37,4.6,16.720605641529577,15.0,1,cloudy,low,snack,motorcycle,no,metropolitian,44
25,4.4,1.4901739564930154,15.0,1,stormy,high,snack,motorcycle,no,urban,39
37,4.7,14.15280068944862,15.0,1,sunny,jam,snack,scooter,no,metropolitian,29
21,4.6,2.9961602588172505,15.0,1,sandstorms,low,drinks,scooter,no,urban,16
23,4.4,20.180911382710004,5.0,1,stormy,medium,snack,motorcycle,no,metropolitian,37
32,4.2,3.0733972976360437,5.0,1,sandstorms,low,buffet,motorcycle,no,metropolitian,25
33,4.7,10.705559922396555,5.0,1,fog,jam,snack,motorcycle,no,metropolitian,40
27,4.7,2.9962078010132496,10.0,1,cloudy,low,snack,motorcycle,no,urban,23
32,5.0,7.646982582847267,15.0,1,cloudy,low,snack,scooter,no,metropolitian,16
26,5.0,4.717601092054723,5.0,1,cloudy,low,buffet,motorcycle,no,urban,13
36,4.9,3.145067434621583,15.0,0,fog,low,buffet,scooter,no,metropolitian,18
31,4.6,13.830282747997192,15.0,0,sunny,medium,buffet,motorcycle,no,metropolitian,27
37,4.9,6.040512901945428,10.0,1,sandstorms,medium,meal,motorcycle,no,metropolitian,26
29,4.9,4.596576884051942,5.0,1,sandstorms,medium,meal,electric_scooter,no,metropolitian,24
36,4.5,6.217834398578936,15.0,1,sunny,medium,buffet,motorcycle,no,urban,17
21,5.0,12.420728618905603,10.0,0,sunny,jam,meal,scooter,no,metropolitian,17
24,5.0,13.409462339213027,10.0,0,sandstorms,jam,buffet,scooter,no,urban,15
35,4.6,14.022253362357834,5.0,0,sandstorms,low,buffet,motorcycle,no,metropolitian,22
22,4.7,12.29361121840287,10.0,1,sunny,jam,buffet,motorcycle,no,metropolitian,13
32,4.5,17.07302628964209,10.0,1,fog,low,meal,scooter,no,metropolitian,32
23,4.7,4.537553114731602,5.0,0,stormy,jam,drinks,motorcycle,no,metropolitian,16
25,5.0,10.868263117988388,10.0,1,cloudy,jam,buffet,scooter,no,metropolitian,34
25,5.0,16.984195923010834,10.0,1,stormy,low,drinks,scooter,no,urban,12
20,4.7,19.886444745109216,15.0,1,sandstorms,low,snack,electric_scooter,no,urban,16
34,3.8,13.61116354777465,10.0,1,sunny,jam,snack,motorcycle,no,urban,34
23,4.7,1.5607174317807049,10.0,0,fog,high,meal,scooter,no,metropolitian,25
37,4.1,19.760080920474554,5.0,1,cloudy,jam,drinks,scooter,no,metropolitian,39
36,4.6,1.5321262845594088,10.0,1,cloudy,low,buffet,scooter,no,metropolitian,15
35,5.0,9.07434222926449,5.0,1,fog,jam,drinks,motorcycle,no,metropolitian,27
34,4.4,12.42075005031367,15.0,1,sunny,jam,drinks,electric_scooter,no,metropolitian,31
27,5.0,20.182728669258125,15.0,0,sandstorms,jam,buffet,scooter,no,metropolitian,16
32,4.5,9.348552276072713,5.0,0,fog,low,meal,scooter,no,metropolitian,17
24,4.9,2.9846132472409237,10.0,0,stormy,low,meal,motorcycle,no,metropolitian,16
38,3.5,13.969878141806623,15.0,1,sunny,jam,meal,scooter,no,metropolitian,34
33,5.0,6.146622187550208,10.0,0,windy,high,snack,motorcycle,yes,metropolitian,46
36,4.8,4.610430682715917,10.0,1,fog,low,snack,scooter,no,metropolitian,19
22,5.0,9.435201537430714,5.0,0,cloudy,medium,meal,electric_scooter,no,urban,10
23,4.9,13.631282080461874,15.0,0,stormy,low,snack,motorcycle,no,metropolitian,21
23,4.5,9.219905581616992,0.0,0,sandstorms,low,buffet,scooter,no,metropolitian,15
34,4.0,3.1054853062814938,15.0,1,stormy,low,buffet,motorcycle,no,metropolitian,29
29,4.9,14.15280068944862,15.0,0,sunny,jam,drinks,motorcycle,no,metropolitian,11
32,4.9,6.29013467763468,10.0,0,sandstorms,high,drinks,scooter,no,metropolitian,28
33,4.6,3.0585736588579726,5.0,1,fog,low,buffet,motorcycle,no,metropolitian,27
22,4.5,7.57343592001983,15.0,1,cloudy,jam,snack,motorcycle,no,metropolitian,28
26,4.2,1.5581244322254744,10.0,1,stormy,low,buffet,motorcycle,no,metropolitian,23
38,4.8,20.177742451194362,5.0,0,cloudy,low,meal,motorcycle,no,metropolitian,28
24,4.9,19.88701283582688,10.0,0,fog,medium,meal,scooter,no,metropolitian,25
37,4.6,13.583267699065033,15.0,0,sunny,jam,drinks,motorcycle,no,metropolitian,23
36,4.5,12.435302723482724,15.0,1,cloudy,jam,meal,motorcycle,no,metropolitian,41
31,3.8,17.07559440107296,10.0,1,windy,jam,snack,motorcycle,no,metropolitian,37
30,5.0,10.707006464770936,10.0,0,stormy,low,snack,motorcycle,no,metropolitian,25
29,4.6,16.902001940859687,5.0,0,sunny,jam,buffet,scooter,no,metropolitian,19
22,5.0,3.1089883297657854,5.0,0,sunny,low,meal,electric_scooter,no,metropolitian,23
24,3.2,13.787860239172547,15.0,1,sunny,low,snack,scooter,no,metropolitian,35
21,4.9,13.63090323633241,15.0,0,sandstorms,low,buffet,motorcycle,no,urban,15
22,4.7,14.15280068944862,5.0,1,windy,low,drinks,scooter,no,metropolitian,15
30,4.4,6.04002385691787,15.0,1,stormy,high,drinks,electric_scooter,no,metropolitian,31
32,5.0,8.938588654178497,5.0,1,cloudy,jam,meal,motorcycle,no,urban,28
25,4.8,11.916994721599236,5.0,0,stormy,medium,drinks,scooter,no,urban,16
36,4.5,1.572533729286321,5.0,1,stormy,low,buffet,electric_scooter,no,metropolitian,28
28,5.0,7.601876617115989,5.0,0,stormy,low,meal,scooter,no,metropolitian,13
37,4.7,6.037529176542177,5.0,0,cloudy,high,meal,scooter,no,metropolitian,32
26,4.3,13.40635545530559,5.0,1,fog,jam,drinks,electric_scooter,no,metropolitian,38
38,4.9,1.5125686168842198,5.0,0,sandstorms,low,snack,scooter,no,metropolitian,26
37,4.8,3.064210028101302,5.0,1,cloudy,high,buffet,motorcycle,no,metropolitian,28
25,4.1,7.772241951547947,0.0,1,stormy,low,buffet,motorcycle,no,urban,20
28,4.8,8.940047176804278,10.0,1,windy,medium,buffet,scooter,no,metropolitian,28
38,4.4,1.5203682291094078,15.0,1,sandstorms,low,snack,motorcycle,no,metropolitian,26
23,4.7,12.099354574706966,15.0,1,sunny,medium,buffet,motorcycle,no,metropolitian,19
37,4.7,7.601066543768378,5.0,0,sunny,low,snack,motorcycle,no,metropolitian,23
20,4.8,13.97194896017493,10.0,1,stormy,jam,meal,motorcycle,no,metropolitian,26
32,4.9,10.868244074540835,5.0,0,sunny,low,snack,scooter,no,metropolitian,16
25,4.0,9.314419797615273,10.0,1,windy,low,meal,motorcycle,no,urban,23
27,5.0,3.145067434621583,10.0,1,sunny,low,buffet,motorcycle,no,metropolitian,20
23,4.7,6.175440417126042,5.0,1,sandstorms,high,drinks,motorcycle,no,metropolitian,24
29,4.9,1.532276469519439,10.0,1,sunny,low,snack,scooter,no,urban,16
38,4.9,1.5294841760997977,10.0,1,stormy,low,buffet,scooter,no,metropolitian,24
21,4.5,4.528183776759067,5.0,1,fog,low,snack,electric_scooter,no,urban,14
27,4.4,12.11655916281721,10.0,0,windy,jam,drinks,motorcycle,no,metropolitian,36
33,4.6,1.5525398251397549,5.0,1,fog,low,meal,scooter,no,metropolitian,15
31,4.4,1.5294972211332267,10.0,0,stormy,low,buffet,motorcycle,no,metropolitian,24
31,4.9,10.587113705075845,5.0,1,stormy,jam,snack,motorcycle,no,metropolitian,42
32,4.1,10.865464603780389,5.0,0,sunny,jam,meal,motorcycle,no,metropolitian,31
22,4.2,4.657654937060173,5.0,1,sandstorms,low,drinks,motorcycle,no,metropolitian,24
21,4.5,9.326603239772547,15.0,1,sunny,medium,buffet,motorcycle,no,metropolitian,18
31,4.1,14.044994047947716,10.0,1,fog,low,meal,motorcycle,no,metropolitian,41
22,4.6,13.680908173877386,5.0,1,windy,medium,drinks,motorcycle,no,metropolitian,32
30,4.8,20.44292976252901,5.0,0,sandstorms,low,snack,motorcycle,no,urban,24
27,4.6,10.427668815941242,5.0,2,cloudy,jam,drinks,motorcycle,no,urban,47
36,4.7,17.098804215242584,0.0,1,sunny,low,meal,motorcycle,no,metropolitian,29
31,4.7,6.050438648835732,15.0,1,sandstorms,medium,meal,motorcycle,no,metropolitian,28
28,4.2,1.5524148945455951,15.0,1,sunny,high,snack,motorcycle,no,metropolitian,41
26,4.9,6.1756362610169315,5.0,1,sandstorms,high,drinks,motorcycle,no,metropolitian,18
39,4.7,6.037544630194255,5.0,1,sandstorms,high,drinks,motorcycle,yes,metropolitian,40
37,4.7,10.641490945494409,5.0,0,stormy,medium,buffet,motorcycle,no,semi-urban,48
34,4.8,10.64157247728437,10.0,0,sandstorms,low,meal,motorcycle,no,metropolitian,25
32,5.0,6.217824017922212,15.0,1,sunny,high,meal,electric_scooter,no,metropolitian,23
31,4.0,6.232177403679017,5.0,0,sandstorms,medium,drinks,scooter,no,metropolitian,31
24,4.7,10.642018863256986,10.0,0,sunny,jam,buffet,motorcycle,no,metropolitian,13
26,3.5,7.772282029629311,5.0,1,sunny,jam,buffet,motorcycle,yes,metropolitian,52
23,4.8,13.61082462242586,15.0,1,stormy,low,buffet,motorcycle,no,metropolitian,15
33,3.7,10.756165907453589,5.0,1,stormy,medium,drinks,motorcycle,no,metropolitian,32
35,4.9,6.175440417126042,5.0,0,windy,medium,snack,motorcycle,no,metropolitian,26
21,4.6,11.007734763744617,5.0,0,stormy,medium,buffet,scooter,no,urban,21
25,4.7,4.717601092054723,5.0,0,fog,medium,snack,scooter,no,urban,11
27,5.0,10.60258238247256,15.0,1,fog,jam,drinks,scooter,no,metropolitian,44
